pix0,pix1,pix2,pix3,pix4,pix5,pix6,pix7,pix8,pix9,pix10,pix11,pix12,pix13,pix14,pix15,pix16,pix17,pix18,pix19,pix20,pix21,pix22,pix23,pix24,pix25,pix26,pix27,pix28,pix29,pix30,pix31,pix32,pix33,pix34,pix35,pix36,pix37,pix38,pix39,pix40,pix41,pix42,pix43,pix44,pix45,pix46,pix47,pix48,pix49,pix50,pix51,pix52,pix53,pix54,pix55,pix56,pix57,pix58,pix59,pix60,pix61,pix62,pix63,actual_digit
487,0,0,6,15,13,2,0,0,0,1,15,10,11,14,0,0,0,2,16,3,1,16,4,0,0,4,12,0,1,14,4,0,0,4,10,0,0,15,3,0,0,4,12,0,0,15,3,0,0,1,13,9,11,16,2,0,0,0,4,12,14,5,0,0,0
488,0,0,7,14,2,0,0,0,0,0,2,16,6,0,0,0,0,0,2,15,9,0,0,0,0,0,2,16,12,0,0,0,0,0,2,16,16,5,0,0,0,0,0,3,13,13,0,0,0,0,6,12,14,16,12,5,0,0,5,16,16,16,16,15,1
489,0,0,2,13,11,0,0,0,0,0,11,14,11,9,0,0,0,0,15,7,6,12,0,0,0,0,8,5,9,12,0,0,0,0,0,1,14,7,0,0,0,0,0,7,16,0,0,0,0,0,1,12,12,4,4,1,0,0,1,15,16,16,16,7,2
490,0,0,1,9,15,5,0,0,0,0,14,11,5,11,0,0,0,4,15,1,4,14,0,0,0,0,6,1,13,9,0,0,0,0,0,0,10,13,1,0,0,0,0,0,0,8,10,0,0,0,12,9,4,4,15,0,0,0,1,10,16,15,11,1,3
491,0,0,1,14,3,0,0,0,0,0,8,14,0,3,0,0,0,1,16,4,10,12,0,0,0,7,14,2,15,5,0,0,0,13,14,11,16,16,9,0,0,8,16,16,14,4,0,0,0,0,0,15,9,0,0,0,0,0,2,16,5,0,0,0,4
492,0,0,9,14,16,13,2,0,0,0,13,8,2,6,4,0,0,0,16,2,9,8,0,0,0,3,15,15,11,14,4,0,0,5,16,6,0,12,2,0,0,5,7,0,3,13,0,0,0,0,5,7,13,6,0,0,0,0,10,16,9,0,0,0,5
493,0,0,1,14,15,4,0,0,0,0,9,16,10,5,0,0,0,1,16,10,0,0,0,0,0,3,16,12,5,0,0,0,0,4,16,16,16,8,0,0,0,1,15,7,4,16,4,0,0,0,11,13,4,16,9,0,0,0,1,12,16,16,9,0,6
494,0,0,9,15,16,2,0,0,0,0,13,9,16,4,0,0,0,0,2,6,16,16,12,0,0,0,14,16,14,8,7,0,0,0,3,14,9,0,0,0,0,0,3,16,3,0,0,0,0,0,10,16,0,0,0,0,0,0,12,11,0,0,0,0,7
495,0,0,0,5,15,13,2,0,0,0,0,12,7,11,6,0,0,0,0,9,12,15,1,0,0,0,1,8,16,4,0,0,0,3,15,8,13,0,0,0,0,7,12,0,10,7,0,0,0,0,12,11,10,8,0,0,0,0,0,6,13,10,0,0,8
496,0,0,3,11,15,8,0,0,0,3,14,10,5,15,2,0,0,8,10,0,3,16,4,0,0,8,9,1,10,16,7,0,0,1,15,16,9,9,7,0,0,0,0,0,0,5,8,0,0,0,4,6,5,13,7,0,0,0,3,16,15,8,1,0,9
497,0,0,0,9,14,6,0,0,0,0,10,13,4,13,2,0,0,2,14,0,0,10,6,0,0,4,9,0,0,6,8,0,0,5,8,0,0,8,7,0,0,2,11,1,0,9,5,0,0,0,6,11,4,13,3,0,0,0,1,11,16,12,0,0,0
498,0,0,6,13,0,0,0,0,0,0,8,16,2,0,0,0,0,0,6,16,3,0,0,0,0,0,3,15,6,0,0,0,0,0,0,10,10,0,0,0,0,0,0,3,15,0,0,0,0,0,7,10,14,12,5,1,0,0,6,16,16,16,16,12,1
499,0,0,5,16,14,2,0,0,0,1,13,14,16,8,0,0,0,9,15,3,16,5,0,0,0,10,13,3,16,3,0,0,0,3,3,11,13,0,0,0,0,0,0,13,10,0,0,0,0,0,2,16,16,16,10,0,0,0,6,16,14,12,9,0,2
500,0,0,3,10,15,6,0,0,0,4,16,9,4,16,2,0,0,8,14,0,9,10,0,0,0,1,4,7,16,2,0,0,0,0,0,2,15,7,0,0,0,0,0,0,1,14,1,0,0,0,12,8,1,11,7,0,0,0,6,8,16,15,5,0,3
501,0,0,3,16,4,0,0,0,0,0,12,13,2,5,0,0,0,2,16,6,10,15,1,0,0,9,15,3,16,11,7,0,0,12,16,16,15,11,5,0,0,3,9,16,3,0,0,0,0,0,2,16,3,0,0,0,0,0,6,14,0,0,0,0,4
502,0,0,13,13,13,12,4,0,0,1,16,5,5,9,4,0,0,4,13,0,2,1,0,0,0,5,14,11,16,13,2,0,0,5,15,6,0,9,8,0,0,0,3,0,0,10,8,0,0,3,14,5,7,15,1,0,0,1,9,14,15,4,0,0,5
503,0,0,0,11,16,6,0,0,0,0,10,16,10,0,0,0,0,0,16,3,0,0,0,0,0,5,14,0,3,0,0,0,0,2,16,16,13,12,1,0,0,2,15,3,0,8,7,0,0,0,8,8,0,10,7,0,0,0,1,11,12,15,4,0,6
504,0,0,5,11,16,16,5,0,0,3,15,11,10,16,4,0,0,0,4,0,10,14,0,0,0,0,7,15,16,16,12,0,0,0,9,16,14,4,1,0,0,0,1,14,7,0,0,0,0,0,4,16,4,0,0,0,0,0,8,16,0,0,0,0,7
505,0,0,0,9,16,6,0,0,0,0,4,15,6,15,0,0,0,0,8,11,9,11,0,0,0,0,8,16,14,2,0,0,0,0,11,16,13,0,0,0,0,6,14,2,12,9,0,0,0,5,16,11,5,13,4,0,0,0,3,8,13,16,9,0,8
506,0,0,1,12,16,14,2,0,0,0,13,11,3,16,5,0,0,4,14,0,0,15,6,0,0,6,12,8,13,16,5,0,0,0,9,12,4,10,8,0,0,0,3,0,0,11,5,0,0,0,16,14,5,15,4,0,0,0,3,12,16,11,1,0,9
507,0,0,5,15,12,4,0,0,0,2,15,8,11,16,4,0,0,8,9,0,6,16,4,0,0,8,8,0,2,10,8,0,0,8,7,0,0,13,5,0,0,2,14,0,0,16,2,0,0,0,14,8,11,10,0,0,0,0,4,13,14,0,0,0,0
508,0,0,8,14,1,0,0,0,0,0,7,16,3,0,0,0,0,0,6,16,6,0,0,0,0,0,6,16,9,0,0,0,0,0,2,16,14,0,0,0,0,0,0,8,16,3,0,0,0,0,12,12,16,16,12,4,0,0,7,16,16,16,12,5,1
509,0,0,3,13,15,1,0,0,0,4,15,14,15,10,0,0,0,13,13,2,13,9,0,0,0,14,10,0,15,9,0,0,0,1,1,2,16,4,0,0,0,0,0,9,15,1,0,0,0,0,2,15,16,16,16,6,0,0,2,15,16,10,12,4,2
510,0,0,2,11,12,1,0,0,0,2,14,9,9,8,0,0,0,10,12,0,13,6,0,0,0,6,5,2,13,2,0,0,0,0,0,10,9,0,0,0,0,0,0,1,10,9,1,0,0,0,6,7,0,12,6,0,0,0,1,12,16,16,5,0,3
511,0,0,0,11,8,0,0,0,0,0,2,16,5,0,0,0,0,0,12,10,4,10,0,0,0,6,15,2,15,8,0,0,0,10,12,4,16,7,6,0,0,10,16,15,16,14,6,0,0,3,8,16,9,0,0,0,0,0,0,14,11,0,0,0,4
512,0,1,13,14,16,15,7,0,0,4,15,3,3,4,1,0,0,4,13,5,8,5,0,0,0,6,16,12,8,14,2,0,0,0,4,0,0,12,4,0,0,0,0,0,1,14,2,0,0,2,12,3,11,9,0,0,0,1,11,16,13,1,0,0,5
513,0,0,2,15,15,3,0,0,0,0,13,15,8,3,0,0,0,5,16,6,0,0,0,0,0,8,15,5,4,2,0,0,0,8,16,16,16,14,2,0,0,4,16,7,1,13,8,0,0,0,11,12,1,11,13,0,0,0,1,12,16,16,10,0,6
514,0,0,4,16,16,16,12,0,0,0,4,12,11,14,13,0,0,0,0,0,0,15,9,0,0,0,2,8,10,16,9,0,0,0,7,13,16,14,5,0,0,0,0,3,16,5,0,0,0,0,0,10,15,0,0,0,0,0,3,16,9,0,0,0,7
515,0,0,2,13,14,6,0,0,0,0,10,13,5,16,0,0,0,0,9,9,4,14,0,0,0,0,4,15,15,5,0,0,0,0,5,16,14,1,0,0,0,0,14,6,8,9,0,0,0,0,13,7,1,11,5,0,0,0,3,11,15,16,12,0,8
516,0,0,8,12,13,1,0,0,0,5,12,2,6,13,0,0,0,11,5,0,6,12,0,0,0,7,10,4,13,15,0,0,0,1,11,12,7,12,4,0,0,0,0,0,0,4,9,0,0,0,10,5,0,3,13,0,0,0,6,12,16,13,10,0,9
517,0,0,4,15,14,4,0,0,0,1,14,8,10,13,1,0,0,5,13,0,0,16,3,0,0,6,12,0,0,13,3,0,0,7,12,0,0,14,3,0,0,1,16,0,0,14,3,0,0,0,10,11,12,14,0,0,0,0,1,11,12,3,0,0,0
518,0,0,2,10,16,11,1,0,0,0,13,13,10,16,8,0,0,4,14,1,8,14,1,0,0,4,15,12,15,8,0,0,0,0,6,7,14,5,0,0,0,1,2,0,12,5,0,0,0,8,15,6,13,4,0,0,0,0,5,11,16,3,0,0,9
519,0,0,13,16,16,16,13,0,0,4,16,9,8,5,4,0,0,9,15,7,8,2,0,0,0,11,16,16,14,15,1,0,0,1,3,0,4,16,4,0,0,0,0,0,8,14,0,0,0,0,11,8,16,6,0,0,0,1,15,16,10,0,0,0,5
520,0,0,9,8,12,13,1,0,0,3,15,8,5,4,0,0,0,6,9,2,6,2,0,0,0,6,16,14,9,13,4,0,0,2,7,0,0,7,8,0,0,0,0,0,0,7,10,0,0,0,8,5,6,14,3,0,0,0,10,14,15,5,0,0,5
521,0,0,2,13,16,8,0,0,0,0,11,16,6,2,0,0,0,2,16,8,0,0,0,0,0,5,16,9,1,0,0,0,0,5,16,16,13,2,0,0,0,1,16,6,8,14,0,0,0,0,11,10,1,16,5,0,0,0,3,15,16,16,3,0,6
522,0,0,8,12,16,16,4,0,0,0,15,6,10,5,0,0,0,4,12,2,8,6,0,0,0,8,14,14,8,13,5,0,0,3,7,0,0,8,8,0,0,0,0,0,0,12,2,0,0,0,5,2,5,12,0,0,0,0,7,15,15,2,0,0,5
523,0,0,2,11,13,5,0,0,0,1,14,9,8,14,0,0,0,6,13,1,2,16,2,0,0,7,7,0,0,12,5,0,0,7,9,0,0,3,9,0,0,2,12,0,0,4,11,0,0,0,12,6,4,14,7,0,0,0,3,13,16,9,0,0,0
524,0,0,3,10,15,14,4,0,0,2,14,7,9,16,8,0,0,7,12,3,14,16,0,0,0,2,14,16,13,16,0,0,0,0,0,0,0,16,0,0,0,1,3,0,0,14,0,0,0,5,15,8,2,16,0,0,0,0,4,11,16,15,0,0,9
525,0,0,0,6,15,11,2,0,0,0,6,13,4,13,5,0,0,0,7,11,0,13,3,0,0,0,2,15,13,7,0,0,0,3,13,12,16,2,0,0,0,8,15,1,9,8,0,0,0,0,7,14,8,16,1,0,0,0,0,5,12,16,2,0,8
526,0,0,2,10,14,10,0,0,0,1,15,9,9,16,1,0,0,7,9,0,9,12,0,0,0,7,7,3,15,15,0,0,0,2,15,15,7,16,1,0,0,0,1,2,0,9,4,0,0,0,5,13,4,8,9,0,0,0,1,10,15,16,6,0,9
527,0,0,0,9,16,9,0,0,0,0,3,15,5,16,0,0,0,0,7,12,7,12,0,0,0,0,1,16,16,5,0,0,0,0,2,16,14,1,0,0,0,3,16,8,9,11,0,0,0,0,12,13,4,12,8,0,0,0,0,8,14,16,14,0,8
528,0,0,0,9,11,0,0,0,0,0,5,14,3,2,0,0,0,0,15,2,1,14,3,0,0,5,13,0,13,8,1,0,0,8,13,3,16,14,6,0,0,6,15,16,13,3,0,0,0,0,0,9,11,0,0,0,0,0,0,11,7,0,0,0,4
529,0,0,5,14,1,0,0,0,0,0,9,16,4,0,0,0,0,0,12,16,4,0,0,0,0,0,12,16,8,0,0,0,0,0,9,16,11,0,0,0,0,0,0,8,16,2,0,0,0,0,3,8,15,13,11,8,0,0,5,16,16,16,16,10,1
530,0,0,4,10,15,16,4,0,0,0,13,14,9,16,3,0,0,0,2,1,5,15,0,0,0,0,3,4,13,14,2,0,0,5,16,16,16,16,8,0,0,4,9,12,14,1,0,0,0,0,5,15,10,0,0,0,0,0,6,16,4,0,0,0,7
531,0,0,3,15,16,16,6,0,0,0,3,14,7,15,3,0,0,0,0,0,4,14,0,0,0,0,2,9,15,16,14,0,0,0,7,16,14,6,2,0,0,0,0,8,8,0,0,0,0,0,2,16,2,0,0,0,0,0,5,12,0,0,0,0,7
532,0,0,1,10,15,10,0,0,0,1,13,11,8,12,0,0,0,2,9,0,13,6,0,0,0,0,0,0,16,1,0,0,0,0,0,0,14,10,1,0,0,0,0,0,1,9,10,0,0,0,13,7,0,2,16,0,0,0,2,11,15,16,12,0,3
533,0,0,11,13,12,12,3,0,0,5,14,4,4,7,2,0,0,7,10,1,4,1,0,0,0,8,15,14,12,15,2,0,0,2,7,0,0,12,4,0,0,0,0,0,1,16,3,0,0,1,8,3,10,12,0,0,0,1,12,16,12,2,0,0,5
534,0,0,2,16,5,0,0,0,0,0,4,16,10,0,0,0,0,0,5,16,7,0,0,0,0,0,8,16,9,0,0,0,0,0,15,16,14,2,0,0,0,0,7,8,14,10,0,0,0,0,12,15,14,16,14,9,0,0,2,10,13,16,10,3,1
535,0,0,1,15,11,1,0,0,0,0,9,12,8,12,0,0,0,1,15,1,6,16,2,0,0,2,12,0,1,11,6,0,0,5,10,0,0,11,4,0,0,2,13,0,0,10,3,0,0,0,13,2,3,13,3,0,0,0,1,13,16,15,1,0,0
536,0,0,5,16,15,4,0,0,0,3,15,13,13,12,0,0,0,7,14,1,0,16,5,0,0,12,9,0,1,11,10,0,0,10,10,0,0,7,13,0,0,6,15,0,0,8,12,0,0,1,14,7,6,15,11,0,0,0,5,15,16,14,3,0,0
537,0,0,3,11,13,1,0,0,0,6,16,11,13,6,0,0,1,16,8,0,11,4,0,0,0,4,4,0,16,0,0,0,0,0,0,5,11,0,0,0,0,0,0,8,9,0,0,0,0,0,0,12,9,4,5,0,0,0,1,14,13,12,15,5,2
538,0,0,2,14,8,0,0,0,0,3,14,10,16,1,0,0,0,11,8,2,15,0,0,0,0,9,8,1,13,0,0,0,0,1,3,6,10,0,0,0,0,0,0,9,7,0,0,0,0,0,0,14,9,4,7,3,0,0,1,14,16,16,13,8,2
539,0,0,9,14,16,10,0,0,0,0,10,6,12,13,0,0,0,0,0,0,13,13,5,0,0,2,12,15,16,15,14,0,0,2,12,16,7,0,1,0,0,0,3,15,0,0,0,0,0,0,8,14,0,0,0,0,0,0,9,11,0,0,0,0,7
540,0,0,0,6,14,4,0,0,0,0,4,13,2,12,0,0,0,0,8,6,0,12,0,0,0,0,2,12,6,14,0,0,0,0,1,12,16,9,0,0,0,0,13,11,6,11,0,0,0,0,9,11,2,7,8,0,0,0,0,5,10,15,13,0,8
541,0,0,7,13,14,1,0,0,0,7,15,9,13,7,0,0,0,5,15,3,8,8,0,0,0,0,1,0,12,5,0,0,0,0,0,1,14,0,0,0,0,0,0,10,6,0,0,0,0,0,2,15,5,4,4,0,0,0,6,16,16,13,16,6,2
542,0,0,0,7,13,9,1,0,0,0,7,15,8,15,5,0,0,1,15,2,0,10,8,0,0,4,12,0,0,12,7,0,0,5,9,0,0,14,3,0,0,4,14,0,0,11,0,0,0,1,16,8,8,11,0,0,0,0,2,11,14,5,0,0,0
543,0,0,10,12,0,0,0,0,0,0,8,16,1,0,0,0,0,0,9,16,1,0,0,0,0,0,12,16,5,0,0,0,0,0,13,16,10,0,0,0,0,0,1,10,15,0,0,0,0,0,7,12,16,12,12,4,0,0,7,16,16,16,16,11,1
544,0,0,3,13,7,0,0,0,0,3,15,8,14,0,0,0,0,10,8,1,14,0,0,0,0,8,11,5,13,0,0,0,0,0,0,5,12,0,0,0,0,0,0,8,8,0,0,0,0,0,1,12,10,7,5,2,0,0,2,14,14,12,14,7,2
545,0,0,3,12,16,6,0,0,0,0,13,16,12,4,0,0,0,3,16,9,0,0,0,0,0,6,13,5,4,0,0,0,0,8,14,3,16,2,0,0,0,4,16,4,13,7,0,0,0,0,11,11,11,14,0,0,0,0,3,12,16,15,0,0,6
546,0,0,1,9,16,6,0,0,0,4,14,10,11,10,0,0,0,12,10,0,13,6,0,0,0,6,7,4,16,5,0,0,0,0,0,0,7,12,1,0,0,0,0,0,0,8,10,0,0,0,8,13,3,0,14,3,0,0,0,8,16,16,13,3,3
547,0,0,4,12,16,14,7,0,0,2,16,6,0,7,12,0,0,0,7,0,3,13,3,0,0,0,0,1,16,6,0,0,0,0,0,0,9,12,0,0,0,0,2,0,0,13,5,0,0,3,16,7,1,12,4,0,0,0,3,12,16,15,2,0,3
548,0,0,3,8,12,15,16,2,0,0,12,14,10,13,15,0,0,0,1,1,2,14,6,0,0,0,2,8,13,16,8,0,0,0,9,16,16,10,5,0,0,0,1,8,12,1,0,0,0,0,0,14,8,0,0,0,0,0,2,16,5,0,0,0,7
549,0,0,0,6,15,12,1,0,0,4,12,16,12,16,3,0,0,15,16,6,4,16,3,0,0,4,5,1,15,12,0,0,0,0,0,7,16,10,1,0,0,0,3,2,4,15,7,0,0,0,12,15,8,11,14,0,0,0,1,8,15,16,11,0,3
550,0,0,0,7,13,10,0,0,0,0,10,13,5,13,0,0,0,7,12,0,8,8,0,0,0,6,6,3,15,1,0,0,0,0,0,2,13,9,0,0,0,0,0,0,0,11,7,0,0,0,5,9,1,2,12,0,0,0,0,9,15,16,9,0,3
551,0,0,0,12,10,0,0,0,0,0,4,16,5,0,0,0,0,0,15,7,2,14,1,0,0,6,16,2,9,16,11,0,0,9,14,9,16,15,6,0,0,5,16,16,16,1,0,0,0,0,2,11,13,0,0,0,0,0,0,12,13,0,0,0,4
552,0,0,0,10,16,6,0,0,0,0,11,14,5,0,0,0,0,3,16,2,0,0,0,0,0,8,10,0,0,0,0,0,0,6,16,14,11,3,0,0,0,2,14,0,7,13,0,0,0,0,10,9,1,15,2,0,0,0,0,8,16,15,1,0,6
553,0,0,0,9,16,6,0,0,0,0,8,16,12,5,0,0,0,2,16,9,0,0,0,0,0,6,16,6,2,0,0,0,0,8,16,16,16,7,0,0,0,2,16,7,7,16,4,0,0,0,9,13,3,14,9,0,0,0,0,8,16,16,7,0,6
554,0,0,0,8,15,10,0,0,0,0,8,13,6,1,0,0,0,1,16,2,0,0,0,0,0,4,11,0,0,0,0,0,0,4,16,12,12,9,2,0,0,1,15,1,0,9,10,0,0,0,10,9,4,13,3,0,0,0,0,11,15,5,0,0,6
555,0,0,3,15,6,0,0,0,0,1,14,13,4,0,0,0,0,4,16,5,16,7,0,0,0,8,16,8,16,9,5,0,0,10,16,14,16,16,9,0,0,3,11,16,11,2,0,0,0,0,4,16,8,0,0,0,0,0,5,15,4,0,0,0,4
556,0,0,1,8,14,15,5,0,0,1,14,8,1,14,8,0,0,7,12,0,7,16,8,0,0,4,14,12,12,9,8,0,0,0,1,3,0,9,8,0,0,0,0,0,0,13,6,0,0,0,12,10,4,16,0,0,0,0,2,8,16,7,0,0,9
557,0,0,3,15,5,0,0,0,0,0,5,16,10,0,0,0,0,0,6,16,7,0,0,0,0,2,12,16,9,0,0,0,0,8,16,15,14,0,0,0,0,0,6,3,16,6,0,0,0,0,6,8,12,15,12,10,0,0,2,13,16,16,15,11,1
558,0,1,9,12,13,11,0,0,0,3,15,4,3,3,0,0,0,5,12,7,6,0,0,0,0,5,16,14,13,7,0,0,0,1,8,0,2,12,0,0,0,0,0,0,2,14,0,0,0,0,6,2,10,6,0,0,0,0,11,16,13,1,0,0,5
559,0,0,0,16,6,0,0,0,0,0,11,16,16,11,0,0,0,4,16,11,13,14,0,0,0,7,12,1,3,13,0,0,0,4,10,0,0,16,0,0,0,2,14,0,1,16,1,0,0,0,9,7,9,14,0,0,0,0,1,11,15,3,0,0,0
560,0,0,6,11,13,6,0,0,0,7,14,6,7,13,0,0,0,10,7,0,7,10,0,0,0,4,13,12,15,10,0,0,0,0,1,4,0,12,0,0,0,0,0,0,0,11,1,0,0,0,8,2,0,12,0,0,0,0,6,14,15,12,0,0,9
561,0,0,9,16,16,13,2,0,0,2,15,2,3,3,0,0,0,7,9,0,1,4,0,0,0,8,12,7,13,14,7,0,0,6,16,8,0,5,8,0,0,1,3,0,0,9,6,0,0,0,3,4,1,15,0,0,0,0,7,16,12,7,0,0,5
562,0,0,7,15,13,0,0,0,0,9,16,15,16,5,0,0,0,12,16,5,15,6,0,0,0,0,7,2,13,9,0,0,0,0,0,1,16,7,0,0,0,0,0,6,16,4,0,0,0,0,1,15,16,12,15,7,0,0,5,16,14,12,12,11,2
563,0,0,0,6,14,10,0,0,0,0,3,16,7,13,2,0,0,0,4,16,3,14,1,0,0,0,0,11,16,9,0,0,0,0,5,14,16,6,0,0,0,3,15,4,1,13,4,0,0,2,14,11,5,5,12,0,0,0,0,6,10,15,15,0,8
564,0,0,9,15,13,0,0,0,0,5,14,7,13,2,0,0,0,12,10,1,13,0,0,0,0,4,7,6,11,0,0,0,0,0,0,10,6,0,0,0,0,0,1,15,0,0,0,0,0,0,9,11,0,6,5,0,0,0,11,16,16,16,16,3,2
565,0,0,2,11,15,2,0,0,0,0,12,6,11,9,0,0,0,4,11,0,7,16,0,0,0,5,6,0,1,16,6,0,0,5,4,0,0,10,7,0,0,0,10,0,0,10,5,0,0,0,13,2,6,12,0,0,0,0,4,16,12,1,0,0,0
566,0,0,1,12,14,3,0,0,0,1,13,11,9,13,0,0,0,7,11,0,1,16,4,0,0,8,6,0,2,15,0,0,0,4,12,0,0,15,0,0,0,0,15,1,1,15,0,0,0,0,7,10,7,13,0,0,0,0,1,13,16,7,0,0,0
567,0,0,5,13,2,0,0,0,0,0,4,16,7,0,0,0,0,0,4,16,4,0,0,0,0,0,4,16,6,0,0,0,0,0,9,16,10,0,0,0,0,0,2,11,15,1,0,0,0,0,10,13,16,15,16,9,0,0,3,12,16,16,11,2,1
568,0,0,6,14,16,13,0,0,0,0,9,9,9,15,0,0,0,0,0,0,14,9,0,0,0,0,2,10,16,16,12,0,0,0,13,16,12,7,3,0,0,0,3,14,6,0,0,0,0,0,6,16,2,0,0,0,0,0,10,13,0,0,0,0,7
569,0,0,0,6,13,8,0,0,0,0,7,16,8,4,0,0,0,3,15,2,0,0,0,0,0,6,12,4,0,0,0,0,0,4,16,13,13,3,0,0,0,2,15,2,5,14,0,0,0,0,9,10,2,15,0,0,0,0,0,8,15,12,0,0,6
570,0,0,1,7,12,3,0,0,0,4,16,12,12,10,0,0,0,14,9,0,11,8,0,0,0,7,5,0,15,4,0,0,0,0,0,2,14,7,0,0,0,0,0,0,2,13,9,0,0,0,5,10,4,0,14,5,0,0,1,9,15,16,16,8,3
571,0,0,10,15,2,0,0,0,0,7,16,16,6,0,0,0,0,12,13,12,9,0,0,0,0,8,9,13,7,0,0,0,0,0,0,16,5,0,0,0,0,0,6,15,1,0,0,0,0,0,16,14,4,5,8,3,0,0,8,16,16,16,16,9,2
572,0,0,6,16,4,0,0,0,0,0,4,16,9,0,0,0,0,0,7,16,12,0,0,0,0,0,13,16,15,0,0,0,0,0,13,15,16,2,0,0,0,0,1,2,15,8,0,0,0,0,6,9,14,15,13,7,0,0,5,15,16,16,15,3,1
573,0,0,4,13,14,16,3,0,0,0,6,11,10,16,1,0,0,0,0,0,7,14,0,0,0,0,9,16,16,16,12,0,0,0,15,13,16,7,2,0,0,0,0,8,12,0,0,0,0,0,2,14,6,0,0,0,0,0,8,13,1,0,0,0,7
574,0,0,2,15,6,0,0,0,0,0,10,14,0,5,0,0,0,0,13,9,9,16,3,0,0,6,15,6,16,3,0,0,0,9,13,12,15,12,8,0,0,9,16,16,14,7,2,0,0,1,7,16,7,0,0,0,0,0,2,16,7,0,0,0,4
575,0,0,2,13,16,8,0,0,0,1,13,16,10,7,0,0,0,5,16,9,0,0,0,0,0,7,16,7,0,0,0,0,0,9,16,16,13,1,0,0,0,5,16,6,14,9,0,0,0,0,13,12,14,15,0,0,0,0,3,12,16,11,0,0,6
576,0,0,0,6,13,7,0,0,0,0,10,13,6,15,0,0,0,0,12,8,4,12,0,0,0,0,0,1,15,3,0,0,0,0,0,10,15,2,0,0,0,0,0,1,5,15,2,0,0,0,14,10,2,5,11,0,0,0,2,7,13,15,8,0,3
577,0,0,2,15,3,0,0,0,0,0,4,16,4,0,0,0,0,0,4,16,5,0,0,0,0,0,14,16,6,0,0,0,0,0,7,15,7,0,0,0,0,0,2,10,9,0,0,0,0,0,16,16,15,9,16,5,0,0,3,15,16,15,7,1,1
578,0,0,0,6,15,6,0,0,0,1,11,13,8,11,0,0,0,9,13,0,9,10,0,0,0,8,9,3,15,3,0,0,0,0,0,5,14,3,0,0,0,0,3,0,5,13,2,0,0,0,9,12,5,10,7,0,0,0,0,6,12,15,5,0,3
579,0,0,5,11,13,6,0,0,0,4,15,8,7,16,3,0,0,8,7,0,4,16,1,0,0,4,11,1,10,16,4,0,0,2,15,15,8,16,4,0,0,0,0,0,0,13,6,0,0,1,16,9,0,12,5,0,0,0,4,11,16,16,2,0,9
580,0,0,4,15,4,0,0,0,0,0,3,16,9,0,0,0,0,0,2,16,11,0,0,0,0,0,0,16,13,0,0,0,0,0,2,16,16,2,0,0,0,0,0,5,15,10,0,0,0,0,4,12,14,16,13,13,0,0,2,13,16,16,15,8,1
581,0,0,4,15,16,12,0,0,0,0,6,9,12,10,0,0,0,0,0,0,10,9,0,0,0,0,2,4,15,10,4,0,0,2,15,16,16,15,7,0,0,0,8,13,9,0,0,0,0,0,1,16,4,0,0,0,0,0,6,13,0,0,0,0,7
582,0,0,0,11,16,6,0,0,0,0,9,16,11,2,0,0,0,3,16,11,0,0,0,0,0,6,16,12,4,0,0,0,0,7,16,13,15,11,0,0,0,1,15,8,3,16,5,0,0,0,9,14,5,16,10,0,0,0,0,9,16,16,10,0,6
583,0,0,0,7,13,8,0,0,0,0,2,16,8,15,0,0,0,0,4,12,8,11,0,0,0,0,2,16,16,3,0,0,0,0,5,16,16,2,0,0,0,2,16,7,9,11,0,0,0,0,9,12,1,14,6,0,0,0,0,6,15,15,12,0,8
584,0,0,1,14,9,0,0,0,0,0,8,13,3,7,1,0,0,1,16,6,5,16,3,0,0,7,13,0,14,11,3,0,0,12,13,5,16,16,9,0,0,13,16,16,15,6,0,0,0,0,3,12,14,0,0,0,0,0,0,15,10,0,0,0,4
585,0,0,3,11,15,8,0,0,0,4,14,8,13,14,0,0,0,8,11,3,15,6,0,0,0,1,1,9,14,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,1,13,7,0,0,0,9,8,2,6,11,0,0,0,4,10,14,16,10,0,3
586,0,0,5,16,14,8,0,0,0,0,4,16,16,7,0,0,0,0,14,16,16,8,0,0,0,0,14,16,16,8,0,0,0,0,11,16,16,5,0,0,0,0,10,16,16,8,0,0,0,0,11,16,16,14,3,0,0,0,6,16,16,16,3,0,1
587,0,0,0,15,8,0,0,0,0,0,5,15,2,13,5,0,0,0,13,9,2,15,2,0,0,4,14,1,10,12,2,0,0,10,14,8,16,16,10,0,0,10,16,16,15,5,0,0,0,0,2,12,8,0,0,0,0,0,0,16,5,0,0,0,4
588,0,0,4,13,14,8,0,0,0,3,14,3,1,16,3,0,0,7,9,0,0,14,6,0,0,8,4,0,0,16,4,0,0,8,6,0,0,16,0,0,0,3,11,0,1,14,0,0,0,0,12,4,6,11,0,0,0,0,5,16,14,1,0,0,0
589,0,0,8,12,14,12,3,0,0,0,12,5,0,3,0,0,0,0,16,2,4,1,0,0,0,4,16,14,12,15,4,0,0,0,4,0,0,8,8,0,0,1,0,0,0,11,5,0,0,6,14,1,2,15,1,0,0,0,8,14,16,4,0,0,5
590,0,0,2,9,13,8,0,0,0,1,14,11,8,14,0,0,0,9,14,0,14,6,0,0,0,0,2,4,15,0,0,0,0,0,0,6,12,12,2,0,0,0,0,0,0,9,9,0,0,0,14,13,4,10,11,0,0,0,3,10,14,15,5,0,3
